geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	http://reactome.org/PathwayBrowser/#/R-HSA-9633012	93	17	4.0546967895362664	4.1926686217008795	3.61983717549058e-7	5.766400620556494e-4	1649;25873;467;468;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;ATF4;RPS24;DDIT3;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;ATF3;RPS12
R-HSA-9711097	Cellular response to starvation	http://reactome.org/PathwayBrowser/#/R-HSA-9711097	135	19	5.885850178359096	3.2280808080808083	4.701180469872426e-6	0.0037444902442533875	10312;1649;25873;389541;467;468;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	TCIRG1;RPL37A;RPL38;RPL41;RPS21;ATF4;RPS24;DDIT3;RPLP2;LAMTOR4;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;ATF3;RPS12
R-HSA-6798695	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695	370	35	16.131589377724932	2.1696560196560193	7.588612152795464e-6	0.003803830384995083	10043;10312;10970;11240;150372;1509;1675;1729;201294;2204;2352;2357;25798;2683;3101;3614;3684;535;5660;56729;5873;6279;6280;6283;6286;6515;6556;6793;7133;7305;83716;8826;929;960;978	S100A12;S100A8;S100A9;RETN;SLC11A1;TYROBP;CTSD;CFD;IQGAP1;FOLR3;TCIRG1;SLC2A3;CDA;TOM1;STK10;TNFRSF1B;NFAM1;BRI3;ITGAM;CRISPLD2;CD14;UNC13D;CKAP4;ATP6V0A1;DIAPH1;PSAP;CD44;FPR1;S100P;HK3;B4GALT1;RAB27A;FCAR;PADI2;IMPDH1
R-HSA-72689	Formation of a pool of free 40S subunits	http://reactome.org/PathwayBrowser/#/R-HSA-72689	96	15	4.185493460166469	3.583806818181818	1.365245230295895e-5	0.003803830384995083	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8662	EIF3B;RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-156902	Peptide chain elongation	http://reactome.org/PathwayBrowser/#/R-HSA-156902	85	14	3.705905667855727	3.7777540106951872	1.4327044764576584e-5	0.003803830384995083	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-192823	Viral mRNA Translation	http://reactome.org/PathwayBrowser/#/R-HSA-192823	85	14	3.705905667855727	3.7777540106951872	1.4327044764576584e-5	0.003803830384995083	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-2408557	Selenocysteine synthesis	http://reactome.org/PathwayBrowser/#/R-HSA-2408557	87	14	3.793103448275862	3.690909090909091	1.8869079010944175e-5	0.0038202579290687205	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-156842	Eukaryotic Translation Elongation	http://reactome.org/PathwayBrowser/#/R-HSA-156842	88	14	3.8367023384859293	3.6489669421487605	2.1583378130331754e-5	0.0038202579290687205	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-72764	Eukaryotic Translation Termination	http://reactome.org/PathwayBrowser/#/R-HSA-72764	88	14	3.8367023384859293	3.6489669421487605	2.1583378130331754e-5	0.0038202579290687205	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	http://reactome.org/PathwayBrowser/#/R-HSA-975956	91	14	3.9674990091161315	3.528671328671329	3.1899870437575005e-5	0.0050816493607056985	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
